Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDE52,1473.1245903282745,OUT045
FDW12,2500.656491776899,OUT035
FDL51,3501.0718524592144,OUT017
NCY42,3669.0864592573234,OUT027
FDR07,1706.172516883062,OUT017
FDN40,2342.267988524905,OUT045
FDB35,2976.101456054801,OUT027
FDA22,2709.2122910269413,OUT017
NCL06,4021.855161950295,OUT046
FDI35,2887.558069382619,OUT013
NCW42,3360.5439336477675,OUT045
NCX06,2924.5712944186935,OUT049
FDC37,3208.1935747994867,OUT027
FDZ14,1758.870809171925,OUT018
DRG49,3878.623106425056,OUT049
NCG06,3877.215519754003,OUT045
DRC36,2699.4267014847114,OUT045
FDV21,88.85444029830023,OUT019
FDB53,2336.245465524855,OUT046
DRP47,1969.2442862149949,OUT019
FDA14,2344.266345364267,OUT013
DRC24,2559.789772244207,OUT035
FDW21,1429.560560287082,OUT018
NCH29,1575.4964517327755,OUT046
FDU58,3037.1786586056255,OUT013
FDY27,2888.889567446579,OUT017
FDV56,1979.1894680179548,OUT035
FDT59,3589.8480728589843,OUT046
FDB23,3559.5209135644095,OUT046
FDR49,761.1833701269088,OUT045
FDB03,1881.7593312917118,OUT010
FDN39,2602.622211068506,OUT045
FDX02,4892.613909813672,OUT027
FDQ16,3196.1553257140763,OUT027
FDU35,1346.9529110457142,OUT018
NCT29,1984.1339574981496,OUT013
FDZ27,871.8819310512297,OUT046
FDN57,2353.576741794305,OUT017
FDA03,2094.7727489135627,OUT018
FDZ36,2894.7214206310286,OUT045
NCU05,1377.190083955129,OUT013
FDT39,2199.3311287146526,OUT018
FDK60,1723.2370433395204,OUT017
FDZ25,2810.3652813806557,OUT017
FDG12,1996.3774727879072,OUT046
DRB01,1082.716969971123,OUT019
NCC43,5256.4831209096,OUT027
FDX13,1979.9637333768299,OUT019
FDM22,1097.908529741223,OUT049
FDJ03,2354.256062725226,OUT027
FDU14,3603.4052442967063,OUT018
FDB33,675.5497958600563,OUT010
FDP27,2977.093589345842,OUT046
FDO38,-580.6737509376292,OUT010
FDE28,5038.463527206368,OUT027
FDO27,1728.3039432505175,OUT035
DRL23,3168.7306379861193,OUT027
FDS28,1029.1504615869246,OUT046
FDX24,1574.7117029642136,OUT013
FDZ02,1784.5790725029542,OUT035
FDL46,1840.746979161505,OUT045
FDS60,4249.997147222459,OUT027
NCO06,719.1493434412207,OUT017
FDO16,1575.8140438104415,OUT035
FDC60,1592.0081073962942,OUT049
FDA48,3141.917639355053,OUT018
FDZ36,4384.404697345019,OUT027
FDK27,1910.2393627359263,OUT045
FDW23,470.73039777137967,OUT018
FDM14,1539.9646275808138,OUT018
FDM14,1813.6017566622093,OUT013
FDW60,2581.230275908329,OUT018
FDE21,1936.3027507681822,OUT013
NCM42,1909.8995651186074,OUT035
FDY59,-324.0585753387702,OUT010
DRI49,1408.8067850381042,OUT049
FDT28,537.6471667333403,OUT019
FDQ22,491.2098841494658,OUT018
FDR60,1376.5538157493384,OUT049
FDC50,-340.46172137970416,OUT019
FDV24,2417.1983215807995,OUT013
DRF48,1120.5810291126031,OUT010
FDQ47,722.8756008336504,OUT046
DRN36,1680.7221699754216,OUT049
NCY06,2186.7341353481415,OUT035
FDE52,1666.98637343565,OUT035
NCB54,1962.086280597479,OUT045
NCF31,2544.496935939744,OUT035
FDJ08,4390.174674494178,OUT027
NCC07,1829.1457713051789,OUT017
NCD19,2334.3548216855415,OUT027
FDL46,2026.0846814991016,OUT049
FDM20,3748.3950374794417,OUT045
NCI06,945.8685890545262,OUT010
DRM11,4122.394414495901,OUT035
NCH07,2215.9831609800385,OUT018
FDS23,2099.1405438171582,OUT013
FDO49,668.5436288978129,OUT018
FDS35,1214.4387040244803,OUT049
DRK39,1286.3704503477684,OUT045
DRI39,1097.7754139407239,OUT049
FDV04,2626.505975363153,OUT017
NCN14,2975.420883758743,OUT035
FDH08,3642.4629925024215,OUT013
FDS20,2870.9844525011417,OUT046
FDV40,1376.391554450124,OUT049
FDZ48,-85.07660745607518,OUT010
FDS24,2931.9020731955943,OUT027
FDK44,2825.497171564599,OUT049
FDS48,2340.481671326257,OUT045
FDK26,1105.0378917743387,OUT010
FDD23,2938.6784831213636,OUT045
NCH54,2636.1724050835674,OUT017
NCP14,-186.6978926284428,OUT010
FDM60,-1101.6147706501392,OUT010
FDV24,2476.375537937586,OUT017
FDH08,3306.677972904421,OUT018
FDS12,3456.46253939053,OUT027
FDR39,4256.441371445475,OUT027
FDP12,2171.603630786631,OUT027
DRF60,5053.229816605321,OUT027
FDC09,1884.0798216809494,OUT035
FDF50,2789.2032480020525,OUT018
FDG28,3949.121092711371,OUT035
NCE19,1059.0158471971477,OUT017
NCM53,-133.09644852768884,OUT010
NCN18,1866.5188708738485,OUT049
FDF32,3236.739418524551,OUT035
FDF11,3792.714660635718,OUT013
DRI59,3565.060115241785,OUT049
NCG54,2780.674755962049,OUT035
FDM44,1680.3181775795636,OUT046
FDT57,3412.3663249743277,OUT018
FDV24,2369.8376536074193,OUT046
FDI50,1710.544286008629,OUT019
FDS09,1104.8134837939738,OUT035
NCC31,3860.9937240807867,OUT027
FDQ07,1571.0382945649628,OUT019
FDC22,3128.7769725714347,OUT017
FDZ56,2688.62467762371,OUT046
FDZ40,-885.7204631631955,OUT019
FDS46,3391.9946561340435,OUT027
DRD24,2180.199287673964,OUT045
FDV45,3077.672960507092,OUT017
FDL26,2403.313152514776,OUT045
FDA56,1738.1119559036374,OUT018
FDN27,1901.6604342111,OUT046
FDM20,3890.593464022885,OUT049
FDO16,1508.8303961366298,OUT017
FDL03,3249.421245997114,OUT035
FDE58,1865.0014582827496,OUT046
FDI02,3275.1149055358937,OUT027
NCC55,-1194.2568582669828,OUT019
FDR03,2986.1845954363134,OUT018
FDB14,1663.3158949300764,OUT017
FDR45,3770.5499905866923,OUT013
NCN07,2180.618142780077,OUT017
FDM51,-145.64159461840222,OUT019
FDT52,5264.569511498536,OUT027
FDL26,2438.200479838917,OUT046
NCZ42,3679.2156547935615,OUT046
DRI47,458.0898573160641,OUT019
FDW40,2321.0739917178716,OUT013
FDN34,2712.232225630379,OUT046
FDS01,2961.6604893654417,OUT035
NCG55,1787.4470544781432,OUT045
FDC11,1578.4009356985152,OUT035
FDX35,3286.7541557833,OUT018
NCB06,2506.5021162167964,OUT046
FDR09,2147.855584306596,OUT019
FDC53,1725.1169969103396,OUT017
FDY45,3988.6171582558063,OUT013
FDA22,755.879841024871,OUT010
FDE02,1702.239972109644,OUT035
FDW21,1638.8138100189426,OUT045
FDV34,1309.695196579884,OUT046
FDS59,1935.8488340507809,OUT049
NCW17,2149.4923814206777,OUT017
NCK54,1801.2751842525329,OUT046
FDG17,1967.7787051451362,OUT019
FDG35,2885.2948829547345,OUT017
FDD08,-1131.7662355618559,OUT010
NCO07,3382.8551597746364,OUT017
FDJ10,411.86187750311115,OUT010
FDW36,1813.3464148800917,OUT017
FDW21,-98.46842856991111,OUT010
FDY19,2025.4385738986846,OUT017
DRE03,888.1048180652425,OUT013
NCC55,782.6104303905943,OUT049
FDH52,-725.838912906153,OUT010
FDO09,4204.3325660011005,OUT017
FDU43,3688.3528428521013,OUT045
FDX09,886.1886619881038,OUT010
FDH40,-430.6537328856473,OUT019
FDW58,1824.7829744331902,OUT017
FDC47,3625.7751920896085,OUT017
NCR41,1673.3973421098544,OUT035
DRG49,3913.969556531126,OUT035
FDC52,3893.9876735446983,OUT027
FDY13,1278.8123011264913,OUT046
FDY35,915.162138895233,OUT013
FDI35,2961.7571856312047,OUT017
NCU18,2340.7801834380575,OUT049
FDY33,2271.966940578578,OUT018
FDC15,3894.53487389986,OUT027
FDU01,3080.281018643407,OUT049
NCU42,2651.650716341977,OUT046
NCV29,2511.813643981843,OUT018
NCY30,2961.682690734262,OUT017
FDQ46,1910.3194327236379,OUT049
FDG58,3894.2158240378726,OUT027
FDK33,3448.4625161621943,OUT017
NCD07,1756.0405850638733,OUT045
NCX29,3699.1043011277297,OUT027
NCT42,2381.0471662829136,OUT013
DRN59,947.0184941673022,OUT035
FDI44,1464.9582470953665,OUT035
FDA45,2863.8126717700807,OUT049
FDP31,1089.8182368715682,OUT045
FDY01,1875.6224146865636,OUT046
FDT09,1921.281291213653,OUT018
DRH03,2973.302737153741,OUT027
FDA36,2681.7368560062314,OUT018
NCF31,2515.9616566666623,OUT017
FDG14,2545.8769030687517,OUT049
FDG28,5254.571248768976,OUT027
FDU14,3971.4261357605055,OUT049
FDY47,278.099043370416,OUT019
FDI56,1602.5788659937803,OUT049
DRD01,1057.3846875384197,OUT013
FDM22,1017.3904954979891,OUT046
FDH33,803.9749098512614,OUT013
DRZ24,1903.9468557380537,OUT013
NCQ38,1709.0048848265249,OUT046
FDO16,2848.5581104027915,OUT027
FDU07,3803.6009420887713,OUT027
NCB07,3051.8029343842154,OUT013
FDU48,2072.657478579624,OUT045
NCM43,2541.2878441775506,OUT045
FDR31,480.53232114708,OUT010
DRK49,484.5508346748337,OUT018
NCI30,1894.0548110668308,OUT010
DRD60,2937.1965478164448,OUT017
NCG19,3592.78240464421,OUT046
FDH12,1864.431459490378,OUT035
FDM32,1663.4852775019808,OUT035
FDM27,2627.865352004039,OUT035
NCU53,4016.143154238838,OUT027
NCQ18,1585.0723597406402,OUT046
FDS10,2855.0178432309795,OUT013
FDB33,3943.68735396166,OUT027
FDI12,1499.0390073811575,OUT013
NCW42,3453.1091420569214,OUT013
NCC06,1793.3346131349379,OUT018
FDW02,2171.8273319461355,OUT017
NCD43,1795.2802156657992,OUT017
FDM57,1168.446652901275,OUT018
FDA58,3747.034325053132,OUT017
FDK56,2869.1696732762134,OUT046
FDP52,3567.934638994739,OUT045
FDW20,1739.6854044871218,OUT018
FDS52,1774.9275106668963,OUT049
NCT29,1648.2684082482347,OUT018
NCL54,2747.4104405773255,OUT013
FDC05,3075.9271754235324,OUT045
FDF34,3278.9477201744835,OUT035
FDP03,3472.616992939711,OUT027
FDD32,-432.10577206267953,OUT010
FDZ10,1995.2171102483235,OUT045
FDZ40,1122.8767428033743,OUT035
FDD51,514.4052558876768,OUT018
NCY30,947.1965447323714,OUT019
FDP58,3468.5805165580773,OUT017
FDV49,4195.063461537856,OUT017
FDY24,-942.2523015635585,OUT019
NCO55,1825.7716151831623,OUT017
FDR13,2052.6107885317097,OUT017
FDS51,1190.879585158383,OUT017
FDP26,1615.9313608716684,OUT045
NCB54,3480.5330999018365,OUT027
FDF32,3166.579409648238,OUT017
FDN31,2699.8289261155487,OUT018
DRM48,767.0537034768677,OUT017
FDN20,2772.665354702735,OUT049
DRL01,3624.9751707524715,OUT046
FDV56,1911.2802246444387,OUT049
DRH13,3174.2211295714515,OUT027
FDA03,2463.372182127679,OUT017
FDF47,4893.163282224817,OUT027
FDX32,2356.6119890462887,OUT046
FDX57,1733.177520617681,OUT049
NCA30,2874.0633169835755,OUT045
FDO49,973.319283196666,OUT013
FDL04,-167.54334820173403,OUT019
DRM48,825.3090558256366,OUT035
FDR16,3366.5171300065454,OUT013
NCC19,2709.17092549669,OUT018
NCE42,3572.1080274646283,OUT045
FDY24,1091.8075385730228,OUT017
FDH19,2876.388185850464,OUT049
FDJ46,2756.7288138694626,OUT013
FDN45,1589.2418565374248,OUT010
FDY08,2399.291871575305,OUT035
FDZ37,1626.0610667647334,OUT035
NCT30,779.9266144282207,OUT045
DRY23,526.4498754212826,OUT018
NCZ30,1681.3182784874125,OUT018
FDC44,1540.5893011020548,OUT018
FDB45,1873.4810428723363,OUT035
FDY04,2668.530029989885,OUT013
FDM27,2527.3626476157547,OUT046
FDZ43,3878.778054193728,OUT017
FDT39,602.9585443410674,OUT019
NCC06,171.23447090517948,OUT019
FDL15,3876.7537533197838,OUT027
FDL57,4124.7853064931915,OUT017
FDU08,1629.7416733924267,OUT046
FDK40,4159.05206833239,OUT017
FDQ12,1701.1326456784275,OUT010
FDS48,2506.9810817685307,OUT017
FDP09,3262.870554750693,OUT045
FDW21,1772.1253221720938,OUT049
FDY25,2980.966603720815,OUT035
DRE13,1526.3078491045635,OUT017
FDV43,-1076.020532307704,OUT019
FDD22,1752.3121135132458,OUT045
FDM46,-369.29223021654684,OUT019
NCO30,1015.6488057132524,OUT010
FDM25,2776.888234688091,OUT046
NCN41,2066.980319395213,OUT049
FDU24,1487.3499186055772,OUT045
FDZ50,2920.1521869000585,OUT046
FDP45,3978.384894620333,OUT013
NCM54,1948.6046348480838,OUT045
FDW10,869.9031288185593,OUT019
FDP20,2163.841741134465,OUT017
FDK32,2438.099781999473,OUT046
FDN52,1588.3702515590523,OUT049
FDM58,1788.867875755321,OUT045
FDZ46,3224.6454059182333,OUT027
NCA18,1608.7876464390117,OUT018
FDD35,1960.1060250865635,OUT046
NCK31,1028.5906944505393,OUT035
FDI40,3105.365301820591,OUT027
FDT50,-242.03262711621187,OUT019
NCT06,2574.467469708192,OUT046
FDT31,3113.035694281758,OUT035
FDT45,1046.411468849693,OUT049
FDT13,2882.828581882032,OUT045
FDO50,1430.3789418195404,OUT045
NCU18,356.05517083558175,OUT010
NCR54,3112.1248974501937,OUT049
NCO18,2528.0954117409315,OUT018
FDU09,981.4014098580235,OUT045
FDT13,2682.4721697207283,OUT018
FDE09,1834.9484274963181,OUT046
NCK53,-227.91254456156094,OUT019
FDG45,3410.668787763686,OUT049
DRH15,931.068393256747,OUT035
FDO21,1681.8177352203304,OUT019
FDD14,4297.534648687202,OUT027
FDC09,1738.4328821670333,OUT046
FDH45,2263.482099332986,OUT027
FDV32,1121.101152133588,OUT046
FDG12,2097.602531848289,OUT035
FDS32,2327.575522023615,OUT013
NCL55,3570.8348919110945,OUT018
DRE01,3864.1925411473035,OUT035
DRE15,1384.5879092180944,OUT049
NCL42,3737.5760099170325,OUT045
FDP31,1160.2614719462144,OUT013
FDN33,1303.793846760051,OUT018
FDZ59,2639.8743825656184,OUT046
FDE45,933.6549875160949,OUT010
FDJ07,1959.6923549629146,OUT013
FDQ45,2668.5652247519974,OUT018
FDM33,4822.877301045792,OUT027
FDO15,-516.6294061972569,OUT010
FDM46,1550.9232810368703,OUT013
FDR03,3190.9999681506224,OUT045
FDY49,2422.429637279296,OUT018
FDQ60,1895.083343307404,OUT045
FDW10,2870.322644675515,OUT049
FDO51,964.4358281928859,OUT049
FDJ40,1551.048656135713,OUT018
FDS20,2595.759012264182,OUT018
FDU45,1922.604087714739,OUT013
FDV02,2814.3762765405654,OUT035
FDN09,3751.078537608156,OUT046
NCM55,4327.302000060473,OUT027
FDN23,2073.7297052795643,OUT018
FDY31,452.9671732526649,OUT010
FDW03,-69.2318221697908,OUT010
FDD14,2858.2297925403386,OUT046
FDV23,2110.903347436972,OUT017
DRI03,2683.8701092721476,OUT045
FDN13,1758.785310650544,OUT035
FDF45,2527.077794116983,OUT027
FDU46,1660.4689663886934,OUT035
FDB57,3615.9570717576266,OUT049
FDV12,1778.513585664765,OUT049
FDQ58,2421.43980435416,OUT013
NCA18,1959.627088229876,OUT017
FDH52,1214.7548976165608,OUT049
FDM24,2150.4682427474036,OUT018
NCP43,4256.377418019962,OUT027
NCO18,907.9555122923466,OUT019
FDM32,1615.640889402425,OUT017
NCL07,802.9334566406327,OUT017
FDK03,3991.4429548831804,OUT013
FDP59,1833.663766131467,OUT017
FDQ24,3971.8738433167337,OUT049
FDQ16,1532.1673147541176,OUT018
FDU44,2625.2703187703564,OUT013
FDH28,-1124.9151378673973,OUT010
FDV28,-1201.5981384419129,OUT019
FDM22,949.790451567557,OUT045
FDR56,3099.6082041063246,OUT046
FDV39,3180.234902684612,OUT049
FDU37,-506.69154881519125,OUT019
FDQ11,2187.1435490071462,OUT010
FDX02,3414.090109372146,OUT045
NCS42,1242.2067837576967,OUT018
FDY57,3014.1760339122848,OUT027
FDB21,3816.6413479411754,OUT049
FDE28,3683.4626991292457,OUT017
FDQ55,1996.2886455705811,OUT017
FDA48,3543.7652336722176,OUT049
FDZ19,2680.7442353983083,OUT045
NCC43,3798.6066320797863,OUT045
NCV18,1337.132517957616,OUT046
NCA42,2214.3579624166946,OUT018
FDY45,3949.84065057445,OUT046
NCC30,2737.4517923239887,OUT045
FDM57,1505.8126420228934,OUT013
FDL09,777.6316736146628,OUT010
FDB09,3448.642548504795,OUT027
FDT44,2053.884799710571,OUT035
NCT06,3994.413876615845,OUT027
FDX26,2974.082797034821,OUT049
FDK32,2506.170043122787,OUT013
DRA12,2241.0372083020884,OUT046
FDO46,1116.1200551466654,OUT010
FDE52,1516.845471563445,OUT013
NCH42,3499.1456960227106,OUT045
FDV08,909.4813466172506,OUT035
FDB47,3018.3161120097466,OUT018
FDC28,-107.06665051101868,OUT010
FDD22,1839.0259888719597,OUT046
FDS07,3269.6845919955267,OUT027
DRI13,3302.405531830071,OUT045
FDG32,3174.2738240061963,OUT018
FDU14,3975.251851558058,OUT017
FDD28,-865.4850476668119,OUT019
NCP41,1882.095185939316,OUT017
FDS08,2865.5295871753083,OUT049
FDX47,2493.4734421433977,OUT045
FDC53,-181.92723879207756,OUT019
FDQ19,3925.793221211622,OUT035
FDL14,2455.4243461319356,OUT045
FDM33,1544.772879039526,OUT019
FDA51,1790.816604563121,OUT045
FDZ27,615.9029205150608,OUT018
FDT04,745.4978159753614,OUT046
DRC13,2120.6832484854062,OUT049
FDR16,4791.0350012388435,OUT027
FDQ03,5115.822418310407,OUT027
FDE38,2800.0495183349226,OUT035
DRH23,2381.499747150304,OUT027
FDT11,1141.7363121746116,OUT019
FDD09,2973.5061654530937,OUT035
FDR40,1370.9183462101169,OUT045
FDX07,3007.9586586113073,OUT017
FDR07,1749.5330684762826,OUT035
FDA51,1967.8212551404733,OUT017
FDT59,1724.6715253570594,OUT019
FDF20,3172.374020557713,OUT017
FDR13,1863.582146601069,OUT045
FDY26,3432.1479355638035,OUT049
FDW04,2215.2092909637777,OUT017
FDK52,3614.8673268185353,OUT017
FDN60,2587.4209302259374,OUT049
FDM09,865.4181810979444,OUT019
FDP46,1545.4287411125513,OUT049
FDB50,-573.0595985179168,OUT019
NCQ29,4057.5124837458193,OUT049
FDP16,5233.5420206463,OUT027
FDX33,2307.108232603951,OUT018
FDP07,1239.7537681104425,OUT010
FDN22,3886.461102380968,OUT046
FDF39,4190.3427179872415,OUT049
FDS21,1228.0956487915207,OUT017
NCM42,1770.1122279021615,OUT013
FDK50,717.7561817473297,OUT019
DRF13,3744.372369691303,OUT027
FDH35,2321.361773918895,OUT018
FDP60,1340.971558868163,OUT018
DRJ49,3489.0224013453253,OUT027
NCT42,482.51848583503465,OUT019
FDE38,2755.8210327948386,OUT049
FDI04,3252.8721415603204,OUT049
NCH54,2420.5273402578755,OUT045
FDT56,1172.4074933748366,OUT049
DRD15,3324.958565189304,OUT018
FDV58,3053.9996609522736,OUT013
FDP21,3093.7439094601687,OUT049
FDH05,3684.398886637123,OUT013
FDR10,4000.018455972336,OUT027
NCP06,2299.5372495697306,OUT045
FDF33,1845.3214514283302,OUT049
DRK37,2968.801172488849,OUT013
DRH49,1337.3673603290151,OUT045
FDT58,2676.7321412184315,OUT013
FDD41,1473.507971372873,OUT018
FDP40,1583.9987487141211,OUT018
FDM51,3140.13135176531,OUT027
FDO45,-380.92019663734527,OUT010
FDW33,-152.2696469573791,OUT010
FDY24,925.6277713000134,OUT045
FDB10,1785.70671592672,OUT010
FDM40,2372.383788021209,OUT035
NCI06,2928.521935681233,OUT017
FDW12,470.94909795761896,OUT019
FDX48,3939.2433611991523,OUT027
NCW05,3127.011176785716,OUT027
FDX27,1697.382608622123,OUT017
DRM37,3008.5984749792797,OUT045
FDA38,3699.2394465541056,OUT045
FDR36,781.8146016172575,OUT046
FDZ45,3105.6531912660435,OUT046
FDG05,2631.1477971458107,OUT017
FDK28,4030.6509224411575,OUT013
FDV47,1371.9811841044955,OUT045
FDN21,2473.483757947568,OUT045
FDP20,3475.5870069175417,OUT027
FDI35,2799.4385055693497,OUT045
DRY23,849.0516648116485,OUT013
FDA56,2102.3001125519268,OUT017
FDB09,2036.0865127560487,OUT013
NCO26,3296.295677648818,OUT027
FDQ49,2266.098906168224,OUT018
FDI52,3388.2563255366103,OUT027
FDZ44,3342.9603920348236,OUT027
FDZ09,2325.2040821234627,OUT018
FDY03,1986.112561810395,OUT049
NCG42,2162.386766374545,OUT017
DRI13,4803.073509595786,OUT027
FDQ32,2110.8630191817074,OUT013
FDW16,1710.4808855123292,OUT035
FDU27,863.7223381109263,OUT046
FDR28,756.6722793383442,OUT010
FDQ49,678.1092093931184,OUT010
FDS37,1892.7282279285416,OUT046
FDW26,3200.2552824456848,OUT018
FDX12,3502.1030981690324,OUT018
NCP06,2414.293338659762,OUT013
FDW45,450.0676790116381,OUT010
NCN30,1651.984921002051,OUT049
FDN24,1041.1774589910526,OUT049
NCL41,2055.609950501579,OUT027
FDR02,-52.99479389298267,OUT019
FDD09,969.0984172763074,OUT010
FDS33,-340.9993085281194,OUT010
FDU22,1861.856930013175,OUT045
FDI53,2620.5779871277864,OUT013
DRH01,2838.579795569125,OUT049
FDX32,2343.2436729981387,OUT013
NCP30,464.7818894625767,OUT018
FDB60,3023.1279772367875,OUT045
FDB14,1672.8933403964543,OUT049
NCP02,1150.310731302593,OUT035
FDJ10,2375.4748123945647,OUT017
FDG34,1843.3546166364295,OUT046
NCB18,1554.1616840914176,OUT017
FDM16,1409.1199823089821,OUT049
FDW25,1153.2149175753216,OUT018
FDB35,-312.4513007695907,OUT010
DRN11,2265.980356484761,OUT013
FDF41,1948.631262006734,OUT019
FDH16,1416.2932868040818,OUT045
NCQ50,3009.125690143638,OUT018
DRH23,691.9916164461738,OUT018
DRJ37,2422.6874354523407,OUT013
DRJ24,4295.835162920223,OUT027
FDY16,3039.602617178317,OUT035
FDQ27,1701.7210921899539,OUT045
FDZ33,2287.271085155751,OUT045
FDF29,2105.889207598423,OUT045
FDA08,2719.329538843034,OUT049
FDG31,1130.1698701809635,OUT046
FDE34,1070.2362731721469,OUT019
NCR30,2652.023874152012,OUT027
FDV33,4177.118285198507,OUT035
DRZ24,1649.6957796878562,OUT018
NCL54,2808.676640071743,OUT035
FDR12,2882.5241083632727,OUT049
NCC54,3714.6533955945415,OUT046
DRN59,854.826237355419,OUT013
FDX50,-65.39690521026182,OUT019
FDV31,4212.595250910794,OUT027
NCA29,4129.061076458656,OUT027
FDW60,2932.6594427187756,OUT049
FDX08,2988.048420813609,OUT017
DRD49,3645.3935668334484,OUT013
FDD33,3555.2391000167913,OUT046
FDW35,843.5905641111103,OUT013
FDJ36,1817.6683742497605,OUT017
FDV51,2783.526314399495,OUT035
FDW36,1743.630231148936,OUT046
FDH35,2604.012959154084,OUT046
NCS30,3483.521671953181,OUT027
FDN49,861.0194770556698,OUT017
FDL08,3528.725226935956,OUT018
FDI09,3763.45577277092,OUT013
FDP19,1765.9489493375536,OUT018
FDU21,-1180.3484521287337,OUT010
NCP41,1691.573160988752,OUT045
FDY10,1876.4168333140472,OUT013
FDP12,477.92644361618386,OUT018
NCN26,1944.8347284825015,OUT049
FDK44,2762.59449997405,OUT013
FDC28,1864.9310674539536,OUT049
FDJ41,5505.922635824664,OUT027
NCT29,2112.068660190441,OUT035
NCH42,1670.303755223856,OUT019
FDU60,2409.401214680242,OUT018
FDS02,2965.2815693904627,OUT045
FDC51,2033.0951711626708,OUT046
FDU03,2932.1654333046536,OUT013
FDX39,3288.625034491965,OUT045
NCY05,-1193.5630061758065,OUT010
NCL06,5410.703466279472,OUT027
FDD32,1536.49873992751,OUT035
NCN41,1905.5363997078857,OUT045
NCX53,2339.0078834726314,OUT049
FDU57,552.1057670746304,OUT019
FDQ23,1715.8356450884705,OUT046
FDQ52,3781.106370749558,OUT045
FDC14,746.8717098439788,OUT045
FDY09,2937.094082468757,OUT035
FDQ28,2464.09955324285,OUT045
FDV25,3433.135848682485,OUT046
FDJ07,2034.3161166574423,OUT035
DRB25,1818.0371718954157,OUT049
FDK52,1606.7540557573313,OUT019
FDY52,2529.823413106764,OUT027
FDB28,3085.474621450435,OUT046
FDT36,811.4063261578159,OUT035
FDV25,3554.6467080825555,OUT017
NCN07,3508.5003894251695,OUT027
FDC57,3181.938419327634,OUT017
FDQ03,3432.3814115512578,OUT018
FDU23,2746.539170155206,OUT017
NCX41,3434.963891200673,OUT035
NCD06,963.8409729699029,OUT035
FDW08,1645.3185159764805,OUT045
NCU29,2404.0798630997624,OUT017
NCE06,2554.4210179668885,OUT013
FDV52,44.80135948837619,OUT010
FDB02,2929.4076435168554,OUT017
NCR18,720.045953422767,OUT045
FDK16,1645.572669322739,OUT049
NCQ29,2066.07509795847,OUT010
FDZ01,-93.86567500718093,OUT019
FDW27,2642.7392106158313,OUT035
FDD17,3429.4093615035304,OUT018
FDW39,2833.441833834819,OUT013
DRH59,1150.5943329326806,OUT045
FDS52,1729.6857948244615,OUT013
FDU40,4496.990221401712,OUT027
NCF54,2755.8463509724425,OUT013
FDH46,1676.6864186410528,OUT045
NCP14,1759.624657926467,OUT049
FDH50,3024.31467980195,OUT049
DRF15,547.0675260897065,OUT010
FDV27,2941.140617061027,OUT027
NCJ06,2032.399143415759,OUT049
FDN02,2941.909791370579,OUT018
FDQ51,980.3340166673157,OUT049
FDQ07,3604.0362588925,OUT017
FDS45,1879.1232773490963,OUT049
NCJ06,1887.247442075752,OUT045
FDD36,2057.9506650755407,OUT035
FDY25,2800.430540410097,OUT045
FDU52,2450.078997767208,OUT046
DRK47,3607.6897629612968,OUT017
NCL30,2141.3818258170354,OUT017
FDN22,4042.483961105853,OUT035
