Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
NCW42,3508.0,OUT013
NCC06,1756.0,OUT018
FDW02,2160.0,OUT017
NCD43,1760.0,OUT017
FDM57,1100.0,OUT018
FDA58,3848.0,OUT017
FDK56,2936.0,OUT046
FDP52,3652.0,OUT045
FDW20,1724.0,OUT018
FDS52,1700.0,OUT049
NCT29,1612.0,OUT018
NCL54,2836.0,OUT013
FDC05,3116.0,OUT045
FDF34,3316.0,OUT035
FDP03,3492.0,OUT027
FDD32,-500.0,OUT010
FDZ10,2004.0,OUT045
FDZ40,1044.0,OUT035
FDD51,460.0,OUT018
NCY30,952.0,OUT019
FDP58,3536.0,OUT017
FDV49,4272.0,OUT017
FDY24,-988.0,OUT019
NCO55,1784.0,OUT017
FDR13,2008.0,OUT017
FDS51,1132.0,OUT017
FDP26,1636.0,OUT045
NCB54,3500.0,OUT027
FDF32,3248.0,OUT017
FDN31,2708.0,OUT018
DRM48,688.0,OUT017
FDN20,2796.0,OUT049
DRL01,3708.0,OUT046
FDV56,1860.0,OUT049
DRH13,3188.0,OUT027
FDA03,2480.0,OUT017
FDF47,5012.0,OUT027
FDX32,2376.0,OUT046
FDX57,1700.0,OUT049
NCA30,2948.0,OUT045
FDO49,900.0,OUT013
FDL04,-212.0,OUT019
DRM48,760.0,OUT035
FDR16,3420.0,OUT013
NCC19,2740.0,OUT018
NCE42,3668.0,OUT045
FDY24,1040.0,OUT017
FDH19,2876.0,OUT049
FDJ46,2796.0,OUT013
FDN45,1636.0,OUT010
FDY08,2396.0,OUT035
FDZ37,1620.0,OUT035
NCT30,700.0,OUT045
DRY23,436.0,OUT018
NCZ30,1644.0,OUT018
FDC44,1524.0,OUT018
FDB45,1848.0,OUT035
FDY04,2668.0,OUT013
FDM27,2552.0,OUT046
FDZ43,3952.0,OUT017
FDT39,552.0,OUT019
NCC06,120.0,OUT019
FDL15,3908.0,OUT027
FDL57,4200.0,OUT017
FDU08,1596.0,OUT046
FDK40,4300.0,OUT017
FDQ12,1716.0,OUT010
FDS48,2528.0,OUT017
FDP09,3308.0,OUT045
FDW21,1740.0,OUT049
FDY25,3048.0,OUT035
DRE13,1464.0,OUT017
FDV43,-1176.0,OUT019
FDD22,1732.0,OUT045
FDM46,-440.0,OUT019
NCO30,1028.0,OUT010
FDM25,2796.0,OUT046
NCN41,2028.0,OUT049
FDU24,1500.0,OUT045
FDZ50,2948.0,OUT046
FDP45,4036.0,OUT013
NCM54,1948.0,OUT045
FDW10,920.0,OUT019
FDP20,2160.0,OUT017
FDK32,2456.0,OUT046
FDN52,1532.0,OUT049
FDM58,1780.0,OUT045
FDZ46,3252.0,OUT027
NCA18,1564.0,OUT018
FDD35,1972.0,OUT046
NCK31,952.0,OUT035
FDI40,3108.0,OUT027
FDT50,-288.0,OUT019
NCT06,2608.0,OUT046
FDT31,3140.0,OUT035
FDT45,980.0,OUT049
FDT13,2932.0,OUT045
FDO50,1444.0,OUT045
NCU18,316.0,OUT010
NCR54,3156.0,OUT049
NCO18,2524.0,OUT018
FDU09,916.0,OUT045
FDT13,2708.0,OUT018
FDE09,1804.0,OUT046
NCK53,-276.0,OUT019
FDG45,3452.0,OUT049
DRH15,884.0,OUT035
FDO21,1704.0,OUT019
FDD14,4372.0,OUT027
FDC09,1700.0,OUT046
FDH45,2228.0,OUT027
FDV32,1052.0,OUT046
FDG12,2140.0,OUT035
FDS32,2316.0,OUT013
NCL55,3676.0,OUT018
DRE01,3952.0,OUT035
DRE15,1340.0,OUT049
NCL42,3836.0,OUT045
FDP31,1108.0,OUT013
FDN33,1260.0,OUT018
FDZ59,2636.0,OUT046
FDE45,932.0,OUT010
FDJ07,1932.0,OUT013
FDQ45,2708.0,OUT018
FDM33,4940.0,OUT027
FDO15,-620.0,OUT010
FDM46,1484.0,OUT013
FDR03,3276.0,OUT045
FDY49,2412.0,OUT018
FDQ60,1876.0,OUT045
FDW10,2892.0,OUT049
FDO51,884.0,OUT049
FDJ40,1516.0,OUT018
FDS20,2612.0,OUT018
FDU45,1868.0,OUT013
FDV02,2852.0,OUT035
FDN09,3836.0,OUT046
NCM55,4404.0,OUT027
FDN23,2060.0,OUT018
FDY31,404.0,OUT010
FDW03,-156.0,OUT010
FDD14,2884.0,OUT046
FDV23,2112.0,OUT017
DRI03,2732.0,OUT045
FDN13,1740.0,OUT035
FDF45,2516.0,OUT027
FDU46,1616.0,OUT035
FDB57,3652.0,OUT049
FDV12,1740.0,OUT049
FDQ58,2468.0,OUT013
NCA18,1932.0,OUT017
FDH52,1140.0,OUT049
FDM24,2148.0,OUT018
NCP43,4324.0,OUT027
NCO18,888.0,OUT019
FDM32,1608.0,OUT017
NCL07,736.0,OUT017
FDK03,4052.0,OUT013
FDP59,1792.0,OUT017
FDQ24,4044.0,OUT049
FDQ16,1484.0,OUT018
FDU44,2620.0,OUT013
FDH28,-1212.0,OUT010
FDV28,-1248.0,OUT019
FDM22,892.0,OUT045
FDR56,3136.0,OUT046
FDV39,3228.0,OUT049
FDU37,-544.0,OUT019
FDQ11,2124.0,OUT010
FDX02,3492.0,OUT045
NCS42,1180.0,OUT018
FDY57,3036.0,OUT027
FDB21,3892.0,OUT049
FDE28,3768.0,OUT017
FDQ55,1976.0,OUT017
FDA48,3596.0,OUT049
FDZ19,2700.0,OUT045
NCC43,3900.0,OUT045
NCV18,1288.0,OUT046
NCA42,2244.0,OUT018
FDY45,4072.0,OUT046
NCC30,2772.0,OUT045
FDM57,1444.0,OUT013
FDL09,764.0,OUT010
FDB09,3460.0,OUT027
FDT44,2056.0,OUT035
NCT06,4076.0,OUT027
FDX26,2996.0,OUT049
FDK32,2516.0,OUT013
DRA12,2280.0,OUT046
FDO46,1140.0,OUT010
FDE52,1492.0,OUT013
NCH42,3556.0,OUT045
FDV08,896.0,OUT035
FDB47,3044.0,OUT018
FDC28,-92.0,OUT010
FDD22,1812.0,OUT046
FDS07,3332.0,OUT027
DRI13,3372.0,OUT045
FDG32,3220.0,OUT018
FDU14,4068.0,OUT017
FDD28,-880.0,OUT019
NCP41,1840.0,OUT017
FDS08,2852.0,OUT049
FDX47,2492.0,OUT045
FDC53,-268.0,OUT019
FDQ19,4012.0,OUT035
FDL14,2452.0,OUT045
FDM33,1616.0,OUT019
FDA51,1788.0,OUT045
FDZ27,548.0,OUT018
FDT04,708.0,OUT046
DRC13,2124.0,OUT049
FDR16,4900.0,OUT027
FDQ03,5252.0,OUT027
FDE38,2812.0,OUT035
DRH23,2372.0,OUT027
FDT11,1120.0,OUT019
FDD09,3020.0,OUT035
FDR40,1332.0,OUT045
FDX07,3096.0,OUT017
FDR07,1716.0,OUT035
FDA51,1956.0,OUT017
FDT59,1768.0,OUT019
FDF20,3188.0,OUT017
FDR13,1828.0,OUT045
FDY26,3460.0,OUT049
FDW04,2232.0,OUT017
FDK52,3696.0,OUT017
FDN60,2580.0,OUT049
FDM09,844.0,OUT019
FDP46,1532.0,OUT049
FDB50,-636.0,OUT019
NCQ29,4132.0,OUT049
FDP16,5348.0,OUT027
FDX33,2308.0,OUT018
FDP07,1140.0,OUT010
FDN22,4012.0,OUT046
FDF39,4268.0,OUT049
FDS21,1152.0,OUT017
NCM42,1716.0,OUT013
FDK50,732.0,OUT019
DRF13,3812.0,OUT027
FDH35,2340.0,OUT018
FDP60,1364.0,OUT018
DRJ49,3556.0,OUT027
NCT42,452.0,OUT019
FDE38,2740.0,OUT049
FDI04,3260.0,OUT049
NCH54,2428.0,OUT045
FDT56,1084.0,OUT049
DRD15,3364.0,OUT018
FDV58,3100.0,OUT013
FDP21,3084.0,OUT049
FDH05,3732.0,OUT013
FDR10,4052.0,OUT027
NCP06,2316.0,OUT045
FDF33,1812.0,OUT049
DRK37,2996.0,OUT013
DRH49,1308.0,OUT045
FDT58,2668.0,OUT013
FDD41,1428.0,OUT018
FDP40,1524.0,OUT018
FDM51,3156.0,OUT027
FDO45,-460.0,OUT010
FDW33,-204.0,OUT010
FDY24,876.0,OUT045
FDB10,1860.0,OUT010
FDM40,2400.0,OUT035
NCI06,2940.0,OUT017
FDW12,448.0,OUT019
FDX48,3972.0,OUT027
NCW05,3156.0,OUT027
FDX27,1684.0,OUT017
DRM37,3068.0,OUT045
FDA38,3756.0,OUT045
FDR36,696.0,OUT046
FDZ45,3148.0,OUT046
FDG05,2672.0,OUT017
FDK28,4092.0,OUT013
FDV47,1356.0,OUT045
FDN21,2508.0,OUT045
FDP20,3516.0,OUT027
FDI35,2844.0,OUT045
DRY23,764.0,OUT013
FDA56,2072.0,OUT017
FDB09,1996.0,OUT013
NCO26,3316.0,OUT027
FDQ49,2260.0,OUT018
FDI52,3428.0,OUT027
FDZ44,3348.0,OUT027
FDZ09,2324.0,OUT018
FDY03,1932.0,OUT049
NCG42,2172.0,OUT017
DRI13,4916.0,OUT027
FDQ32,2076.0,OUT013
FDW16,1664.0,OUT035
FDU27,820.0,OUT046
FDR28,740.0,OUT010
FDQ49,676.0,OUT010
FDS37,1860.0,OUT046
FDW26,3228.0,OUT018
FDX12,3596.0,OUT018
NCP06,2404.0,OUT013
FDW45,420.0,OUT010
NCN30,1596.0,OUT049
FDN24,956.0,OUT049
NCL41,2012.0,OUT027
FDR02,-124.0,OUT019
FDD09,996.0,OUT010
FDS33,-524.0,OUT010
FDU22,1868.0,OUT045
FDI53,2636.0,OUT013
DRH01,2852.0,OUT049
FDX32,2348.0,OUT013
NCP30,388.0,OUT018
FDB60,3052.0,OUT045
FDB14,1644.0,OUT049
NCP02,1076.0,OUT035
FDJ10,2352.0,OUT017
FDG34,1820.0,OUT046
NCB18,1504.0,OUT017
FDM16,1340.0,OUT049
FDW25,1076.0,OUT018
FDB35,-396.0,OUT010
DRN11,2268.0,OUT013
FDF41,1992.0,OUT019
FDH16,1372.0,OUT045
NCQ50,3084.0,OUT018
DRH23,628.0,OUT018
DRJ37,2428.0,OUT013
DRJ24,4364.0,OUT027
FDY16,3124.0,OUT035
FDQ27,1684.0,OUT045
FDZ33,2316.0,OUT045
FDF29,2100.0,OUT045
FDA08,2732.0,OUT049
FDG31,1076.0,OUT046
FDE34,952.0,OUT019
NCR30,2652.0,OUT027
FDV33,4272.0,OUT035
DRZ24,1628.0,OUT018
NCL54,2916.0,OUT035
FDR12,2868.0,OUT049
NCC54,3784.0,OUT046
DRN59,780.0,OUT013
FDX50,-128.0,OUT019
FDV31,4292.0,OUT027
NCA29,4188.0,OUT027
FDW60,2940.0,OUT049
FDX08,2992.0,OUT017
DRD49,3724.0,OUT013
FDD33,3664.0,OUT046
FDW35,740.0,OUT013
FDJ36,1784.0,OUT017
FDV51,2804.0,OUT035
FDW36,1704.0,OUT046
FDH35,2636.0,OUT046
NCS30,3532.0,OUT027
FDN49,784.0,OUT017
FDL08,3620.0,OUT018
FDI09,3868.0,OUT013
FDP19,1788.0,OUT018
FDU21,-1308.0,OUT010
NCP41,1660.0,OUT045
FDY10,1836.0,OUT013
FDP12,380.0,OUT018
NCN26,1948.0,OUT049
FDK44,2796.0,OUT013
FDC28,1852.0,OUT049
FDJ41,5612.0,OUT027
NCT29,2100.0,OUT035
NCH42,1684.0,OUT019
FDU60,2428.0,OUT018
FDS02,3052.0,OUT045
FDC51,2024.0,OUT046
FDU03,2972.0,OUT013
FDX39,3340.0,OUT045
NCY05,-1300.0,OUT010
NCL06,5540.0,OUT027
FDD32,1508.0,OUT035
NCN41,1892.0,OUT045
NCX53,2340.0,OUT049
FDU57,512.0,OUT019
FDQ23,1668.0,OUT046
FDQ52,3868.0,OUT045
FDC14,676.0,OUT045
FDY09,2968.0,OUT035
FDQ28,2484.0,OUT045
FDV25,3496.0,OUT046
FDJ07,2028.0,OUT035
DRB25,1764.0,OUT049
FDK52,1692.0,OUT019
FDY52,2516.0,OUT027
FDB28,3116.0,OUT046
FDT36,780.0,OUT035
FDV25,3616.0,OUT017
NCN07,3532.0,OUT027
FDC57,3204.0,OUT017
FDQ03,3508.0,OUT018
FDU23,2772.0,OUT017
NCX41,3512.0,OUT035
NCD06,900.0,OUT035
FDW08,1668.0,OUT045
NCU29,2384.0,OUT017
NCE06,2540.0,OUT013
FDV52,20.0,OUT010
FDB02,2952.0,OUT017
NCR18,668.0,OUT045
FDK16,1604.0,OUT049
NCQ29,2140.0,OUT010
FDZ01,-184.0,OUT019
FDW27,2676.0,OUT035
FDD17,3476.0,OUT018
FDW39,2900.0,OUT013
DRH59,1116.0,OUT045
FDS52,1660.0,OUT013
FDU40,4564.0,OUT027
NCF54,2756.0,OUT013
FDH46,1644.0,OUT045
NCP14,1716.0,OUT049
FDH50,3052.0,OUT049
DRF15,548.0,OUT010
FDV27,2916.0,OUT027
NCJ06,1988.0,OUT049
FDN02,2972.0,OUT018
FDQ51,932.0,OUT049
FDQ07,3656.0,OUT017
FDS45,1812.0,OUT049
NCJ06,1868.0,OUT045
FDD36,2036.0,OUT035
FDY25,2868.0,OUT045
FDU52,2464.0,OUT046
DRK47,3664.0,OUT017
NCL30,2144.0,OUT017
FDN22,4176.0,OUT035
NCF30,3452.0,OUT027
FDK03,4232.0,OUT035
FDT45,1024.0,OUT017
NCC54,5212.0,OUT027
FDP08,2844.0,OUT018
FDU44,2632.0,OUT046
DRG39,1020.0,OUT035
FDU32,2060.0,OUT049
FDY27,2924.0,OUT049
NCP54,1980.0,OUT013
NCZ41,2108.0,OUT049
DRL49,2284.0,OUT013
FDI05,980.0,OUT018
FDY56,3564.0,OUT045
DRC13,2068.0,OUT013
NCV29,2936.0,OUT017
FDR24,1564.0,OUT049
FDZ34,2764.0,OUT018
FDP37,2156.0,OUT035
FDX08,4340.0,OUT027
FDS57,2204.0,OUT045
NCG18,1724.0,OUT049
FDK25,2420.0,OUT018
FDH53,1476.0,OUT049
DRI59,3244.0,OUT018
FDA52,2844.0,OUT046
FDT20,-1244.0,OUT010
FDE36,736.0,OUT019
FDI24,2864.0,OUT017
FDB28,2860.0,OUT018
FDV11,2952.0,OUT017
FDP01,2496.0,OUT046
FDD34,4052.0,OUT027
FDJ50,2340.0,OUT027
FDZ44,1916.0,OUT013
DRO59,1368.0,OUT035
DRB48,652.0,OUT045
FDR21,2500.0,OUT018
NCE42,1820.0,OUT010
FDO23,1504.0,OUT046
NCE30,3060.0,OUT018
FDQ22,808.0,OUT035
FDY01,1820.0,OUT045
FDS08,2912.0,OUT017
FDG28,3668.0,OUT018
FDQ51,596.0,OUT018
FDB05,4024.0,OUT017
FDO56,1988.0,OUT049
FDE02,1196.0,OUT018
FDN45,3624.0,OUT017
FDS09,876.0,OUT013
NCA54,2580.0,OUT018
FDP09,1468.0,OUT010
FDC53,1548.0,OUT045
NCM55,3032.0,OUT017
FDL09,2428.0,OUT018
FDA11,-388.0,OUT019
FDA50,1468.0,OUT045
FDC23,2960.0,OUT017
FDE22,2612.0,OUT049
FDD23,3004.0,OUT046
NCA29,2812.0,OUT049
FDK38,2344.0,OUT046
DRC13,1988.0,OUT046
NCP43,2908.0,OUT049
FDX28,1708.0,OUT049
FDF08,1580.0,OUT049
FDZ33,2376.0,OUT046
FDD10,2980.0,OUT049
FDO58,2688.0,OUT017
FDI50,3784.0,OUT017
FDO58,2588.0,OUT045
FDX08,2892.0,OUT013
NCK17,-1212.0,OUT010
FDF39,4344.0,OUT035
FDU45,-60.0,OUT010
NCJ18,1548.0,OUT018
DRC27,1972.0,OUT019
DRC25,1512.0,OUT035
FDU59,2700.0,OUT035
FDU28,3204.0,OUT035
NCP30,684.0,OUT046
FDB39,628.0,OUT018
FDE41,1476.0,OUT013
DRH11,-1004.0,OUT010
FDA58,3684.0,OUT045
FDU50,1896.0,OUT046
FDM34,2100.0,OUT013
FDM44,3108.0,OUT027
FDR39,2876.0,OUT045
FDM25,2780.0,OUT045
FDQ49,2628.0,OUT049
DRH25,596.0,OUT018
FDM09,4212.0,OUT027
FDL44,692.0,OUT019
NCR42,252.0,OUT018
DRL59,864.0,OUT046
FDX43,2708.0,OUT013
DRK47,1652.0,OUT010
FDU48,1820.0,OUT018
FDY12,820.0,OUT045
NCN43,1668.0,OUT018
NCM55,2612.0,OUT018
FDQ21,3460.0,OUT027
FDX13,4112.0,OUT035
NCK30,5436.0,OUT027
FDG20,2900.0,OUT049
DRG27,756.0,OUT017
FDY14,3876.0,OUT018
FDP59,1848.0,OUT035
FDU60,2840.0,OUT017
NCC18,792.0,OUT019
DRJ39,3544.0,OUT017
FDS07,1916.0,OUT049
FDM08,5036.0,OUT027
FDP51,1916.0,OUT045
FDU16,1552.0,OUT035
FDH12,1724.0,OUT013
DRE48,1212.0,OUT010
NCL42,5316.0,OUT027
FDR21,2764.0,OUT045
NCW29,2228.0,OUT035
FDO11,4012.0,OUT013
NCM31,2316.0,OUT049
FDV35,564.0,OUT019
FDF58,1136.0,OUT017
NCE43,2732.0,OUT049
FDA02,2488.0,OUT035
DRL37,-1148.0,OUT010
FDR24,1236.0,OUT018
FDW59,1444.0,OUT049
FDS22,892.0,OUT049
FDW24,920.0,OUT017
FDU24,1724.0,OUT035
FDA21,4452.0,OUT027
FDH58,3364.0,OUT027
FDW36,1388.0,OUT018
FDI45,4220.0,OUT027
FDU01,2724.0,OUT018
FDF35,3212.0,OUT027
FDU43,1920.0,OUT019
FDE24,388.0,OUT019
FDK50,2684.0,OUT049
FDG31,988.0,OUT045
FDC60,1428.0,OUT045
FDL36,1476.0,OUT013
FDP21,3060.0,OUT013
FDW16,1452.0,OUT045
FDX02,3664.0,OUT017
FDQ58,3956.0,OUT027
FDT51,1816.0,OUT046
FDD59,1428.0,OUT049
NCM42,1444.0,OUT018
FDA57,412.0,OUT018
FDZ48,1956.0,OUT035
FDE46,2388.0,OUT045
NCZ30,28.0,OUT019
FDB56,3136.0,OUT017
FDA25,3204.0,OUT027
FDD20,2044.0,OUT013
FDL25,1548.0,OUT013
NCO18,2868.0,OUT049
FDJ45,696.0,OUT017
FDR12,2896.0,OUT035
NCF19,-1140.0,OUT010
FDK25,2664.0,OUT046
NCR17,1812.0,OUT046
FDC52,2472.0,OUT046
NCA54,2960.0,OUT017
FDR45,1900.0,OUT010
NCM19,1900.0,OUT049
FDF39,5684.0,OUT027
FDX23,1644.0,OUT049
FDD58,3060.0,OUT027
FDX28,1660.0,OUT013
NCD31,2588.0,OUT013
FDU57,2140.0,OUT018
FDI27,812.0,OUT046
NCM42,1708.0,OUT046
FDD32,2836.0,OUT027
FDI34,3676.0,OUT013
NCM29,2140.0,OUT049
